"data_year","ori","pub_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","county_name","region_name","population_group_code","population_group_desc","offense_code","offense_name","offender_race","offender_ethnicity","offender_age","offender_sex","victim_type_code","victim_type_name","location_code","location_name","weapon_code","weapon_name","prop_desc_code","data_year","prop_desc_code","prop_desc_name","stolen_value","recovered_value","recovered_flag","date_recovered"
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Unknown,Unknown,0,M,B,Business,"23",Service/Gas Station,,,"20",2021,"20",Money,1200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,,,,,I,Individual,"20",Residence/Home,,,"36",2021,"36",Tools,40000,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,,,,,I,Individual,"20",Residence/Home,,,"13",2021,"13",Firearms,340,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,,,,,I,Individual,"20",Residence/Home,,,"20",2021,"20",Money,12,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,,,,,B,Business,"18",Parking/Drop Lot/Garage,,,"71",2021,"71","Metals, Non-Precious",3000,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,White,Unknown,0,M,B,Business,"05",Commercial/Office Building,,,"20",2021,"20",Money,19200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,White,Not Hispanic or Latino,26,M,B,Business,"05",Commercial/Office Building,,,"20",2021,"20",Money,19200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,White,Unknown,0,M,I,Individual,"05",Commercial/Office Building,,,"20",2021,"20",Money,19200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,White,Not Hispanic or Latino,26,M,I,Individual,"05",Commercial/Office Building,,,"20",2021,"20",Money,19200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,,,,,R,Religious Organization,"04",Church/Synagogue/Temple/Mosque,,,"38",2021,"38",Vehicle Parts,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,B,Business,"14",Hotel/Motel/Etc.,,,"77",2021,"77",Other,300,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,B,Business,"14",Hotel/Motel/Etc.,,,"65",2021,"65",Identity Documents,0,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,B,Business,"14",Hotel/Motel/Etc.,,,"37",2021,"37",Trucks,15000,15000,true,2021-10-28
